,Risk
2983,1.535127279397285e-07
2984,9.84370606615665e-08
2985,9.851414053847998e-05
2986,7.709779844428292e-06
2987,1.0632068270200398e-07
2988,1.0744233149674632e-07
2989,7.116987766649404e-08
2990,9.71468086481357e-08
2991,9.481563021575236e-08
2992,1.638616673797322e-06
2993,1.8427184294017135e-07
2994,5.6535080102726325e-08
2995,6.041291499821747e-08
2996,9.289042570376353e-08
2997,9.338707954168138e-07
2998,2.583037142380187e-07
2999,1.1930537756290312e-06
3000,1.4238894496100576e-07
3001,4.752508276757307e-08
3002,4.0894827271437046e-08
3003,9.645014281270743e-08
3004,4.5402238685448365e-08
3005,1.7998929534174792e-08
3006,4.3021699836485825e-08
3007,4.9212392061386235e-08
3008,4.2546703175772345e-08
3009,2.7774184998739433e-08
3010,2.8746625960445533e-08
3011,4.5899404925979134e-08
3012,2.11567814006012e-08
3013,4.446372689732973e-07
3014,2.9747593136691284e-08
3015,3.9217796771732395e-08
3016,3.163476301706694e-08
3017,3.2800973517321526e-08
3018,1.412856002786973e-07
3019,4.272045684451019e-08
3020,2.335674437476686e-08
3021,4.922247503561025e-08
3022,2.8400608984798483e-08
3023,5.872231904369324e-07
3024,1.0292797925100266e-07
3025,5.426090833027969e-07
3026,1.6746541573846015e-07
3027,1.2117583477479958e-05
3028,7.551354022007961e-07
3029,2.3344205246744232e-07
3030,3.6220623450437483e-07
3031,2.1926427066963206e-07
3032,4.2923653731859634e-07
3033,2.4733214722364474e-07
3034,2.671315709935086e-07
3035,4.7563029199978425e-07
3036,2.591158495860792e-07
3037,1.8472980798822694e-07
3038,5.638068428254115e-07
3039,3.1736425465809087e-07
3040,2.1912677954570205e-07
3041,2.429735096775317e-07
3042,3.0199874644404774e-07
3043,3.397835889672445e-07
3044,2.1827518680008316e-07
3045,2.808701774691788e-07
3046,1.4403111257114653e-06
3047,4.108248281088382e-06
3048,1.526206577706577e-06
3049,1.776750763164348e-06
3050,1.5861324733459002e-06
3051,2.0579267939447245e-05
3052,0.0002632871640484203
3053,1.4859661398751946e-06
3054,6.796278056227246e-07
3055,1.6039791529822817e-06
3056,8.146307868714788e-07
3057,3.1167873163498006e-06
3058,1.8504747588241254e-07
3059,2.0712646253190255e-07
3060,1.6988074087660712e-07
3061,5.14323803670395e-07
3062,2.70870011836796e-07
3063,1.2249472067999322e-06
3064,1.5815910775463737e-07
3065,1.2712520049168019e-07
3066,1.419543890565552e-07
3067,2.111994825324168e-07
3068,1.7015275751985478e-06
3069,6.488809001539482e-07
3070,3.983536364601944e-06
3071,1.6801704768394604e-07
3072,9.917799258760753e-08
3073,1.4571152694629274e-07
3074,4.424583756667464e-07
3075,1.7961965627159814e-07
3076,9.178812000644027e-08
3077,9.482105824871338e-08
3078,2.5448038102013333e-07
3079,7.043238848692254e-08
3080,4.923126248552034e-07
3081,1.3622075397482038e-07
3082,1.2115526546093144e-07
3083,1.6679287623494473e-06
3084,8.682797102665796e-08
3085,8.335718684410286e-08
3086,7.197248834849737e-08
3087,4.5210070931529225e-07
3088,1.1348293952035063e-07
3089,1.0381012199945551e-05
3090,1.2019397556947466e-07
3091,2.3511996753158892e-07
3092,1.6223277587644696e-07
3093,8.061630802978561e-08
3094,7.253784863547264e-08
3095,1.0798916850195707e-07
3096,2.368634188867109e-07
3097,5.89187841701245e-08
3098,1.8564479432367015e-07
3099,5.042570276871795e-07
3100,6.201069209135959e-08
3101,6.573387535897147e-08
3102,7.493997594307899e-08
3103,8.446565135327076e-08
3104,8.918014652621506e-08
3105,1.981439448918915e-07
3106,9.855362334434334e-08
3107,1.1529716237268749e-07
3108,9.66662315589034e-08
3109,9.194598162194141e-08
3110,1.570926810971005e-07
3111,3.8509445234471374e-07
3112,4.725272044049737e-07
3113,2.8968665223801046e-07
3114,9.808111842666216e-08
3115,1.3135089266896322e-07
3116,3.6793183306667183e-07
3117,1.1231877437341555e-07
3118,4.6394559262139006e-07
3119,9.790541718340326e-08
3120,1.0352665581569944e-07
3121,1.1548404415649925e-07
3122,1.6363415249848563e-07
3123,3.037006638168895e-07
3124,2.413671215522161e-07
3125,1.4854198802625542e-07
3126,2.0795325998634728e-07
3127,2.6204273362913716e-07
3128,2.0369206733164593e-07
3129,2.88042620669479e-07
3130,3.840153518713418e-07
3131,2.543365650350601e-07
3132,2.3647091742945038e-07
3133,4.864316219930569e-07
3134,3.979196210387606e-07
3135,2.845275603360999e-07
3136,3.334212694411064e-07
3137,2.409354073231947e-07
3138,3.806705904399929e-07
3139,2.0784474366372275e-07
3140,2.2992789376407504e-07
3141,2.657515999991621e-07
3142,4.948022394815427e-07
3143,9.386906434969696e-07
3144,4.2284652035375657e-07
3145,2.1494027340472214e-07
3146,1.661452114144539e-07
3147,1.526630489715679e-07
3148,1.4922929924569373e-07
3149,1.1594885589833189e-07
3150,3.941871777123837e-07
3151,5.060521255244393e-07
3152,6.645306931080297e-08
3153,1.2600752336289064e-07
3154,1.0706197626965547e-07
3155,9.874268011912422e-08
3156,1.4984380734340623e-07
3157,7.334533292421459e-08
3158,1.0614479507115742e-07
3159,6.458751999727784e-08
3160,5.245487429794769e-07
3161,1.1428085159673188e-07
3162,3.289077503149545e-07
3163,1.752273568050491e-06
3164,1.0618563206400212e-07
3165,2.011291094710892e-07
3166,9.487361241070688e-08
3167,9.135928926603103e-08
3168,1.2799124683440034e-07
3169,1.590130228295689e-07
3170,1.1781039492714188e-07
3171,7.548554549063555e-08
3172,9.829740562334921e-08
3173,1.9126808137566622e-07
3174,8.834080859150129e-07
3175,1.5845343722807547e-07
3176,9.453979581115617e-08
3177,0.000162488926507051
3178,2.6464569148604923e-07
3179,5.598275889947552e-06
3180,3.5603715309491666e-06
3181,1.368285732161652e-07
3182,2.1500802727148815e-07
3183,2.7384778139677366e-07
3184,3.843025522420933e-06
3185,3.3666671087747334e-07
3186,1.0329378923130876e-06
3187,5.124657748507087e-07
3188,1.2084396754273681e-06
3189,1.3074315078938215e-07
3190,4.938702214830099e-07
3191,2.095308814845273e-07
3192,2.410801731934099e-06
3193,1.750202114225971e-07
3194,1.7019692022339565e-07
3195,1.7891217210400977e-07
3196,7.350073816336167e-08
3197,3.5085068302648025e-07
3198,2.439229450103138e-07
3199,5.489762614772919e-07
3200,2.3341335538289898e-07
3201,1.828246446310934e-07
3202,6.746416664677289e-07
3203,3.4040606801210356e-07
3204,3.532732655417939e-07
3205,2.3536855611740305e-07
3206,2.0506293299444467e-06
3207,2.1797767581810203e-06
3208,6.434101648982271e-07
3209,3.588948362123944e-07
3210,2.9872748811756925e-07
3211,6.778424685750003e-07
3212,1.280036590747672e-06
3213,3.398052009006066e-07
3214,2.7602194431527976e-07
3215,1.82044342585471e-07
3216,1.7961529264997522e-07
3217,1.4603445960813177e-07
3218,9.493795899012898e-06
3219,2.683877540770722e-07
3220,1.8801976295569695e-07
3221,1.8582394371992902e-07
3222,2.4705918183865334e-07
3223,8.490821299511572e-07
3224,6.233679502969121e-08
3225,8.524906999736557e-08
3226,8.80645622574044e-08
3227,9.451132700316743e-08
3228,1.1227285214845278e-07
3229,2.2011903086724778e-07
3230,1.234517220381337e-07
3231,9.62515522644394e-07
3232,4.793541430428514e-07
3233,1.6396426361723595e-07
3234,4.884738245489681e-07
3235,1.1830247836357642e-07
3236,1.387279083693031e-07
3237,1.0286032126938945e-07
3238,7.981303232807934e-08
3239,9.676155153430477e-08
3240,3.3587125282717483e-07
3241,4.626565428842311e-08
3242,3.718436080222882e-07
3243,5.8653325567505765e-08
3244,9.055985136065448e-08
3245,7.486693392077147e-08
3246,5.93514652811985e-06
3247,6.858897281420178e-08
3248,1.881073874183525e-06
3249,1.9924630287703667e-07
3250,1.1337441751303843e-07
3251,2.6453825235644902e-06
3252,3.820330112319965e-07
3253,8.359713952454443e-08
3254,1.8583680305824455e-07
3255,1.2762334092210637e-07
3256,1.1339578444144528e-07
3257,4.148305790208948e-07
3258,5.117344900694105e-07
3259,4.486456903001559e-08
3260,2.691998691246631e-07
3261,7.039337499426429e-08
3262,6.02486521031165e-08
3263,2.410738773346166e-06
3264,0.00040526754632644335
3265,1.1716877317914244e-07
3266,1.1383232425992558e-07
3267,8.0956688649871e-08
3268,3.5851996158368376e-07
3269,2.7828138100124366e-07
3270,4.145185876773831e-08
3271,4.7483721960967995e-08
3272,9.178149014780613e-08
3273,4.016832062212843e-08
3274,8.462779630873533e-08
3275,1.0355289487051446e-07
3276,7.924114965363153e-08
3277,1.4451891280241864e-05
3278,8.941288509131821e-08
3279,3.7410376703363093e-06
3280,1.078444484776048e-06
3281,1.431328246213596e-06
3282,5.906768568205854e-06
3283,3.951748549271455e-06
3284,8.642246788517689e-07
3285,1.8032800342976557e-05
3286,1.0513789525599744e-06
3287,1.8326861397584755e-06
3288,2.8571943595679838e-06
3289,1.6748137257308913e-06
3290,1.864033574264532e-06
3291,1.4455943392947377e-06
3292,6.619412759749468e-07
3293,4.6972533176090824e-07
3294,5.281180567450613e-07
3295,4.93710732111052e-07
3296,6.930047012902884e-07
3297,1.6884086333512397e-06
3298,3.18070492520805e-07
3299,2.2589830261070365e-07
3300,0.00037591836095412124
3301,1.5674603744537225e-07
3302,6.800704916241095e-07
3303,1.841944806774812e-07
3304,2.7635404603709917e-06
3305,1.5301877911731898e-07
3306,1.3545981606843776e-07
3307,1.4993966325923528e-07
3308,9.266323373535549e-08
3309,1.3284886334543082e-07
3310,1.0015425968349537e-07
3311,1.1854599081237657e-07
3312,1.3790619879605694e-07
3313,1.245954642169176e-07
3314,1.2874014683280642e-07
3315,1.5858142764634948e-07
3316,2.324688705955635e-06
3317,2.0045300312624985e-07
3318,1.5038510052943919e-07
3319,2.793923688457547e-07
3320,1.3774750024032914e-07
3321,1.8564057043556469e-07
3322,2.325946169914078e-07
3323,1.4368761702311913e-07
3324,1.6361501300001315e-07
3325,2.883536985062457e-07
3326,1.0038477711542609e-07
3327,9.369799865654536e-08
3328,1.0010156565230978e-07
3329,8.891236875755422e-08
3330,9.199491270664644e-08
3331,1.3014284899171214e-07
3332,1.874880756446081e-07
3333,1.7769311487030678e-07
3334,1.3767556261580825e-07
3335,1.1621698686583222e-07
3336,1.342005927940476e-07
3337,1.7968985736131874e-07
3338,2.1271142281563807e-07
3339,1.814768616479595e-07
3340,1.9608590507437397e-07
3341,4.938578743508685e-07
3342,2.2149326036128425e-07
3343,2.4398643988995656e-07
3344,2.3709032854848855e-07
3345,2.614265128477099e-07
3346,3.077879542846717e-07
3347,4.432472948164203e-06
3348,1.951376721248611e-07
3349,2.5102005136515226e-07
3350,3.319358597557647e-07
3351,2.4166908944735457e-07
3352,5.881700881014203e-07
3353,4.892909597546456e-07
3354,1.3520880791270152e-07
3355,1.6425420551084812e-07
3356,1.504552740418414e-07
3357,1.2992641209333843e-07
3358,3.795932075024416e-07
3359,1.9482233950391537e-07
3360,1.8592342278212308e-07
3361,1.6597176861537718e-05
3362,1.4311186237977987e-07
3363,2.95786159668833e-07
3364,4.220063435032428e-07
3365,5.3734443432431e-06
3366,4.1271042148573045e-07
3367,1.5982001281040835e-06
3368,3.700140035004829e-07
3369,6.321797660704491e-06
3370,2.3245240684489068e-07
3371,3.5383271553076237e-07
3372,9.737500278294415e-07
3373,9.0556321226151e-07
3374,1.2406427250058694e-07
3375,1.1722479739335395e-07
3376,1.0742144926474504e-07
3377,8.580305966852718e-08
3378,1.137291371062465e-06
3379,1.303353844276131e-07
3380,8.29490185714399e-08
3381,1.0394584327016696e-07
3382,2.3313191972357773e-07
3383,6.587027236560201e-07
3384,4.93166628344539e-07
3385,4.4538914367681234e-05
3386,1.5308875811090716e-07
3387,6.641497552601345e-07
3388,2.361011457604974e-07
3389,1.6475901886650868e-07
3390,1.5660390410568664e-07
3391,1.3037702910106988e-07
3392,5.696046007530356e-06
3393,2.0377813849796322e-07
3394,1.1767912171399739e-07
3395,1.7499775474157748e-07
3396,1.1206351580701546e-07
3397,6.715742295568792e-08
3398,1.4855706350127864e-07
3399,5.899133173523817e-08
3400,4.3833650933657056e-08
3401,5.260643040902473e-06
3402,6.893355384209686e-08
3403,4.611590356978516e-08
3404,9.182480215147907e-08
3405,3.472712665653222e-07
3406,9.122074530402873e-07
3407,4.844912201354971e-08
3408,4.822234518704663e-08
3409,3.4621422338762006e-07
3410,2.0966061490571189e-07
3411,3.091059402835916e-07
3412,1.1393556501639273e-05
3413,7.048029701145579e-08
3414,7.404176738073191e-08
3415,1.8070462346257922e-06
3416,4.9670480293394916e-08
3417,8.665928970010505e-08
3418,1.6434727107683239e-07
3419,1.1324397753588029e-07
3420,4.0002972111078197e-07
3421,2.0011350163287455e-06
3422,1.2232723072404103e-07
3423,9.550900366439708e-08
3424,1.375166608870908e-07
3425,1.162718435220597e-06
3426,1.1343794714579743e-07
3427,1.5664620842825912e-07
3428,5.907959236460678e-06
3429,1.8079616588321517e-07
3430,1.1879038342881298e-07
3431,1.3437099013563387e-07
3432,6.390831503047367e-08
3433,7.663733459328575e-08
3434,3.4608985344298647e-07
3435,2.0970600037326935e-07
3436,1.8686113581424725e-07
3437,6.710893723949939e-07
3438,8.384831156301074e-07
3439,4.611671195207505e-07
3440,5.819471460656986e-07
3441,9.179566588267519e-07
3442,5.98062454517611e-07
3443,8.35503548132203e-07
3444,7.191993062939215e-07
3445,1.3313640460625497e-06
3446,7.857181839243568e-07
3447,7.12087545189438e-07
3448,5.998912709595179e-07
3449,6.684511731643316e-07
3450,6.01512520122006e-07
3451,4.935802996344045e-07
3452,5.774293311826988e-07
3453,4.558962553590509e-06
3454,6.824362441171218e-07
3455,5.743976683354309e-06
3456,3.2753106231425744e-07
3457,3.073251481456752e-07
3458,0.00030402855600775635
3459,4.2478562129032767e-07
3460,0.0005164341400771414
3461,3.649014073310096e-07
3462,2.7586269887216376e-07
3463,2.1564341383209132e-07
3464,6.19111842584233e-06
3465,2.9913687948162836e-07
3466,2.7993135641235013e-07
3467,3.565416347090458e-07
3468,0.00237225671967041
3469,1.7817165705561736e-07
3470,1.6920500481237972e-07
3471,1.513459030271534e-07
3472,1.2860169430720382e-07
3473,1.3956772766843477e-07
3474,2.049310694920174e-06
3475,3.457395526487033e-07
3476,2.564786956812825e-07
3477,2.6799277281082533e-05
3478,3.5410412727654284e-06
3479,3.995784116808432e-07
3480,2.2307302953236325e-07
3481,4.617703143969488e-07
3482,2.496218539637641e-07
3483,3.3590366457055185e-07
3484,3.5329165408999934e-07
3485,3.846269284034763e-07
3486,6.858014535130797e-07
3487,9.995080786219373e-07
3488,1.103304511717735e-06
3489,1.6598174743186725e-06
3490,4.200810845324968e-07
3491,2.222217495350272e-07
3492,5.8717414681724476e-06
3493,2.427743292635196e-07
3494,1.3550798299477308e-07
3495,2.0789927830895434e-07
3496,1.053948270012501e-06
3497,1.7512791650721735e-07
3498,1.0321566000968715e-07
3499,1.045458273541464e-07
3500,1.852765472908725e-07
3501,1.445102926790234e-07
3502,1.5252893427836377e-07
3503,1.1482142416619125e-07
3504,1.2979902661136456e-07
3505,1.6544987438099471e-07
3506,1.5674269452640206e-07
3507,8.156988215831565e-06
3508,5.147361359039827e-07
3509,4.256330180573901e-07
3510,1.76874932168025e-07
3511,4.915475813585001e-07
3512,1.861428173727419e-07
3513,5.3974013860431656e-06
3514,0.00022005965615103166
3515,2.7809630001921077e-07
3516,0.00011398462736651426
3517,2.4721173871930954e-07
3518,2.3014692694361704e-07
3519,3.7931771313382634e-07
3520,2.6549752932187975e-05
3521,2.307432074985496e-06
3522,0.002555887975472763
3523,2.531978971493265e-05
3524,2.663582239824538e-06
3525,1.6257000412540993e-06
3526,6.095611277223266e-07
3527,5.113604415373955e-07
3528,3.5986698116670857e-06
3529,1.0886012153336548e-05
3530,5.78212748039685e-07
3531,3.4733899876488214e-07
3532,3.484385143513396e-07
3533,4.056109146527039e-07
3534,2.0931861393681624e-07
3535,5.489578953502946e-07
3536,2.659064453985262e-07
3537,1.6054696148281035e-06
3538,1.8586946828380743e-07
3539,1.821827150807196e-07
3540,2.345685567705259e-07
3541,3.838121884359057e-07
3542,1.6307507895118943e-07
3543,2.229282209488337e-07
3544,2.432052858895705e-07
3545,1.0433656511769146e-07
3546,4.234058755081651e-07
3547,1.7313481659285847e-07
3548,2.723142044815301e-07
3549,1.846950399253786e-06
3550,8.086433119769653e-07
3551,1.929482327488486e-07
3552,6.240620420282284e-07
3553,4.89314718177989e-07
3554,2.4315578590459495e-07
3555,1.3676837434445477e-06
3556,4.247415169742507e-06
3557,0.000987053552132543
3558,5.609345791022627e-07
3559,2.621978140500324e-06
3560,0.00023228399618842958
3561,4.760510823860027e-06
3562,4.449979269859231e-06
3563,5.223754872920133e-05
3564,2.2002767983579648e-05
3565,1.5667416076847138e-05
3566,4.5113207770683016e-07
3567,9.89405184004555e-07
3568,1.560390335833643e-06
3569,4.881353783818713e-07
3570,5.175487738123957e-07
3571,5.538681777331574e-07
3572,3.4028248899637274e-07
3573,3.3864948568280487e-07
3574,5.232664240764378e-07
3575,3.57308244706395e-07
3576,7.398284122897018e-07
3577,4.02494672161733e-07
3578,1.4483398330707498e-06
3579,2.2652181287664866e-07
3580,4.059136384783024e-07
3581,2.1120839048467718e-07
3582,2.998087289537636e-07
3583,2.708465756407949e-07
3584,2.21899545974984e-07
3585,1.4644041664886176e-07
3586,4.438808477462156e-07
3587,1.4108396271158612e-06
3588,1.9133198762779476e-07
3589,2.071805944892808e-07
3590,2.8731284389040774e-07
3591,1.0773784549688737e-07
3592,3.337898904410321e-07
3593,2.2280633537648612e-07
3594,1.6946089280430912e-07
3595,2.0001787016147112e-07
3596,2.2085543946281801e-07
3597,1.639527388093265e-07
3598,1.8949698323694373e-05
3599,8.679827341582019e-08
3600,1.3207650884797833e-07
3601,8.91599689266565e-08
3602,7.959908065915014e-08
3603,1.1656851547250614e-07
3604,1.2021582193701406e-07
3605,5.737000818744802e-08
3606,7.489377328968056e-08
3607,7.337620898067707e-08
3608,8.738963442828809e-08
3609,9.512184192978937e-08
3610,6.693828747969129e-07
3611,1.5737470380685326e-06
3612,4.239198955894931e-07
3613,1.0309967889324208e-07
3614,4.976639620788002e-07
3615,2.1629615207108556e-07
3616,1.8218448824201905e-07
3617,6.349221372535164e-06
3618,9.118281965167593e-05
3619,1.3859801205798197e-07
3620,1.7816344968504673e-07
3621,3.4631276693267646e-07
3622,2.7111415691112934e-07
3623,2.2632532077229699e-07
3624,2.1809528497513974e-07
3625,2.1752104027853148e-07
3626,7.741590202072783e-07
3627,1.955528200509042e-07
3628,2.069760627491193e-07
3629,1.7752247253985524e-07
3630,1.839954538530042e-07
3631,2.381370369831775e-07
3632,1.4513941087074158e-07
3633,3.6241962116238875e-06
3634,1.9043567119834258e-07
3635,2.941768955936606e-07
3636,2.8019207656336715e-07
3637,4.793542915720201e-05
3638,6.80117850798553e-07
3639,6.711477532881803e-07
3640,5.637320046182679e-07
3641,5.057894837797613e-07
3642,2.0517359824790146e-06
3643,1.0307893865714668e-06
3644,4.706085644665376e-07
3645,7.258819265542278e-07
3646,7.231975404950221e-05
3647,8.739390632524725e-07
3648,2.407926354950924e-07
3649,2.2665498642937475e-07
3650,2.6941098385668324e-07
3651,3.390438890853402e-07
3652,2.3414108052636796e-07
3653,2.0463637482298303e-06
3654,5.325311607878377e-07
3655,7.464350026983776e-07
3656,2.0933377051507454e-07
3657,9.618381310400208e-07
3658,1.747316556361893e-07
3659,4.847440968366756e-07
3660,5.044831250422948e-07
3661,1.599830848694962e-07
3662,1.7004563170886072e-07
3663,2.9361386916051735e-07
3664,7.873578317388216e-08
3665,2.0773774501857951e-07
3666,2.1667032182551017e-06
3667,2.531912253869601e-06
3668,2.638149344121342e-07
3669,2.5783361765354973e-07
3670,2.727098308297412e-06
3671,7.033507340428948e-06
3672,1.2953893393501175e-07
3673,9.65031481939439e-08
3674,1.2267156379031896e-07
3675,1.6840747321172663e-07
3676,2.9652863849307403e-07
3677,1.7106911242163282e-07
3678,1.0432068462181368e-07
3679,9.536379687301365e-08
3680,9.925717810803668e-08
3681,9.359350543495687e-08
3682,9.367795026720567e-08
3683,1.0715421975674864e-07
3684,8.943454228629593e-08
3685,9.889284542899698e-08
3686,8.270874607352768e-08
3687,1.2153884262778598e-07
3688,1.3787827504030848e-07
3689,2.596592336625061e-07
3690,2.785253482182621e-07
3691,3.5111745566111754e-07
3692,1.418522050964066e-07
3693,5.813361487195209e-08
3694,3.1102123663526754e-07
3695,1.375381584131665e-07
3696,2.3034678602910337e-06
3697,1.775257350778117e-07
3698,8.136152572074637e-07
3699,1.2175952612272367e-07
3700,2.1980429055420846e-07
3701,4.301451451250214e-06
3702,1.4139180342702242e-07
3703,1.3718527704117773e-07
3704,1.452347669196601e-07
3705,1.1217603928510675e-05
3706,9.565542265446386e-07
3707,3.736404526952176e-05
3708,4.888336163707985e-07
3709,2.629860933699569e-07
3710,2.9094368414101314e-06
3711,1.1852340341624365e-06
3712,8.314839134479981e-08
3713,1.7124179304391017e-07
3714,2.191983012208905e-07
3715,6.638704575336105e-07
3716,9.739738875349913e-05
3717,4.783959222800956e-05
3718,0.0017143108281511186
3719,3.2207270678671167e-05
3720,5.289932714096789e-06
3721,9.314265392870004e-07
3722,4.334206588418993e-06
3723,0.0033468721039460244
3724,4.2394744774901084e-07
3725,4.0097693550971524e-07
3726,3.855556953422561e-05
3727,3.287815114241497e-07
3728,4.940425466661684e-07
3729,3.0889359679629173e-07
3730,4.075724970770049e-07
3731,3.4094082104760303e-07
3732,2.400456831574468e-06
3733,4.0318119324980624e-07
3734,1.4155743223104902e-06
3735,7.139338227148208e-07
3736,2.985754210244193e-07
3737,3.0338097728616324e-06
3738,2.693536146157036e-07
3739,3.513723305895286e-07
3740,4.106441780257407e-07
3741,3.000352124789566e-07
3742,2.394915422284258e-07
3743,1.77789138380278e-07
3744,4.172522230392049e-07
3745,3.151044628857206e-06
3746,2.1086017047712594e-05
3747,6.188975039372825e-07
3748,2.1169307862619017e-05
3749,2.420931623081804e-07
3750,1.6744188109920997e-07
3751,1.6354729027399803e-07
3752,1.0624629037256224e-06
3753,2.403582199054929e-07
3754,3.6210975426087176e-07
3755,1.883603922592157e-07
3756,1.191903651398785e-07
3757,1.1302835585151374e-07
3758,1.8680978170000398e-06
3759,1.1611414097455118e-07
3760,1.9814305208605432e-07
3761,2.3289501523467233e-06
3762,1.1197573727644163e-07
3763,2.8351029400364397e-07
3764,8.922694253095214e-08
3765,1.7887156381615994e-07
3766,6.342150670050114e-08
3767,6.587020755558084e-05
3768,9.79495976491015e-08
3769,7.983483548773789e-08
3770,7.849434918238591e-08
3771,6.574538243727801e-07
3772,4.2064156653039435e-07
3773,1.3086253722942135e-07
3774,1.2409125031456085e-07
3775,3.767787563146286e-07
3776,1.6923449530723432e-07
3777,2.0542624692216908e-07
3778,2.533310879192293e-07
3779,5.664731496680102e-07
3780,3.479825663122093e-07
3781,1.846830210312796e-07
3782,9.083134379320692e-07
3783,2.867613463995164e-07
3784,2.581827342977779e-07
3785,2.9192070621087664e-07
3786,3.563110550031905e-07
3787,7.904166838220369e-07
3788,1.3188115407414306e-07
3789,1.5941917647845176e-07
3790,8.377596535509727e-07
3791,2.2210092881268162e-07
3792,2.0866664365938443e-06
3793,1.492271061358185e-06
3794,4.128367628602639e-06
3795,1.9704430127051867e-06
3796,8.07696004087548e-07
3797,1.8847130521542287e-06
3798,7.870304240609473e-07
3799,1.2070132948951408e-06
3800,1.8113206174157708e-06
3801,1.8465376148099908e-06
3802,3.4121098545492546e-06
3803,2.4147161610142035e-06
3804,7.987483173249258e-07
3805,8.545000952203362e-07
3806,5.659902797560589e-07
3807,6.140319680920482e-07
3808,4.3554120945524377e-07
3809,5.817380063243803e-07
3810,1.6703973132916796e-06
3811,1.181165093735943e-06
3812,6.192318346142245e-07
3813,4.860964888799e-07
3814,2.9781460713897706e-07
3815,3.402097171293317e-07
3816,1.727271126954385e-06
3817,2.757166657284028e-07
3818,5.641185489077277e-07
3819,4.718415013405704e-07
3820,4.242724818943525e-07
3821,1.7062573026290587e-06
3822,1.0477755049899834e-05
3823,1.906125971418825e-07
3824,3.229166475838688e-07
3825,2.400334977584326e-07
3826,4.0784208857092533e-07
3827,5.712532209731508e-07
3828,1.4110413002011451e-06
3829,7.100359752495736e-07
3830,1.2052230506782372e-07
3831,1.0249963343863321e-07
3832,7.129175988787572e-08
3833,3.7936786125773937e-06
3834,1.5768078875984932e-07
3835,1.898490800871971e-07
3836,3.6646613331340126e-07
3837,1.978158514474477e-07
3838,2.583488553512295e-07
3839,4.104515550674166e-07
3840,4.2675675965153567e-07
3841,2.645158708831538e-07
3842,1.9034160086609278e-07
3843,2.382777934283507e-07
3844,2.0643355028397305e-07
3845,1.7218845649527217e-07
3846,3.343834961113501e-07
3847,8.523341615178298e-07
3848,1.9239813319955825e-06
3849,1.9099205413053167e-07
3850,1.6137139682410493e-07
3851,3.296145434078386e-07
3852,1.9367176216559065e-07
3853,2.689655351655312e-07
3854,1.4511050501511587e-07
3855,2.4088175847515613e-06
3856,5.119965468391602e-07
3857,6.496203585862866e-06
3858,5.158243987098151e-07
3859,1.6787463720673486e-06
3860,1.334380292624906e-06
3861,1.336477836885806e-06
3862,1.2673885529831498e-06
3863,1.1049275549668938e-06
3864,1.3999505150544938e-06
3865,1.2873440773244975e-06
3866,1.3395682120996815e-06
3867,1.0537102243324371e-06
3868,7.49284658208555e-07
3869,9.416858477470884e-07
3870,1.5465093007087233e-06
3871,1.0625061996759515e-06
3872,9.835699880887887e-07
3873,1.11065196531355e-06
3874,7.5306422314808715e-06
3875,9.002687434386551e-07
3876,8.747405488652233e-07
3877,1.5373776516532248e-06
3878,1.4886175936242364e-06
3879,5.969995039361878e-07
3880,7.706706842125306e-07
3881,7.444877259898303e-07
3882,3.382639130244234e-07
3883,3.0758030077321824e-07
3884,5.361433176075162e-07
3885,3.1948118576400806e-07
3886,1.4232187039315376e-06
3887,2.6571219580304243e-07
3888,1.5747624532807242e-07
3889,3.818867620250165e-07
3890,1.6758332739091753e-07
3891,2.0114519706726513e-07
3892,0.00036811035445837807
3893,1.2779718101330962e-07
3894,9.077949937764106e-08
3895,6.874906464898059e-05
3896,7.044170035026031e-08
3897,1.0665116987305102e-07
3898,1.3616600201451543e-07
3899,2.5729451036734273e-07
3900,2.091227063300244e-07
3901,3.9830531247553495e-07
3902,4.451738358291235e-07
3903,2.6020466159323312e-05
3904,4.314899399189168e-07
3905,2.8286796416354074e-07
3906,2.484625366954536e-07
3907,2.682612567166081e-07
3908,1.9723550503616046e-07
3909,1.8011405874671478e-07
3910,2.0033512444700835e-07
3911,2.3613827394948542e-07
3912,1.6010353953833238e-07
3913,1.3830785591081948e-07
3914,2.875807257868853e-06
3915,1.6549666089609971e-07
3916,2.2487681317113358e-07
3917,2.983055438302025e-07
3918,1.8364085390471096e-07
3919,1.2091906795530388e-07
3920,1.6624797287160415e-07
3921,1.250248258504417e-07
3922,5.4651059698506e-07
3923,2.1331640601075795e-07
3924,1.370343930914687e-07
3925,3.1409217604543875e-07
3926,1.7389618118358474e-07
3927,2.4452669665398483e-07
3928,1.3031055721765628e-07
3929,2.2596363702979232e-07
3930,5.968348231172179e-07
3931,1.542857931690179e-07
3932,3.1805358573500156e-07
3933,2.0975941831964117e-07
3934,3.716830165277624e-07
3935,1.6484302873097923e-07
3936,1.534025736004812e-07
3937,1.2762815563351946e-07
3938,1.4572280032740577e-07
3939,1.596554315721872e-07
3940,3.8846702186725965e-07
3941,1.942106870826019e-07
3942,3.2756303789173904e-06
3943,4.003258479165983e-07
3944,1.9569892637908383e-07
3945,6.311164282015867e-07
3946,1.9518509064100583e-07
3947,3.8105218691217675e-07
3948,1.3332440085671364e-06
3949,1.8629551765847564e-06
3950,2.852119345263688e-06
